OriginIndex,Horizon,Reference,Baseline,LossDifferential
22,18,PGF-Net,DLinear,-0.2156641789072506
22,19,PGF-Net,DLinear,0.08281705480138662
22,20,PGF-Net,DLinear,0.5232692141246758
22,21,PGF-Net,DLinear,0.42614580621820514
22,22,PGF-Net,DLinear,0.8843003656075108
22,23,PGF-Net,DLinear,0.8885078945757187
22,24,PGF-Net,DLinear,0.26526810760593916
23,1,PGF-Net,DLinear,-0.0048797198056507
23,2,PGF-Net,DLinear,0.42104821403344406
23,3,PGF-Net,DLinear,0.3595822493103376
23,4,PGF-Net,DLinear,-3.1588565650170786
23,5,PGF-Net,DLinear,-2.6739026104353503
23,6,PGF-Net,DLinear,-0.31429641029028416
23,7,PGF-Net,DLinear,-0.321945381987672
23,8,PGF-Net,DLinear,0.17589566244052063
23,9,PGF-Net,DLinear,-0.01484089707932379
23,10,PGF-Net,DLinear,-0.02263261771191999
23,11,PGF-Net,DLinear,-0.22164858825675932
23,12,PGF-Net,DLinear,-0.083438073960391
23,13,PGF-Net,DLinear,-0.0718097910520385
23,14,PGF-Net,DLinear,-0.581458654163038
23,15,PGF-Net,DLinear,-0.7989522352662929
23,16,PGF-Net,DLinear,-0.2667989374743981
23,17,PGF-Net,DLinear,-0.133371049390951
23,18,PGF-Net,DLinear,-0.9170901839005654
23,19,PGF-Net,DLinear,-1.7635512678750347
23,20,PGF-Net,DLinear,0.3783986847292502
23,21,PGF-Net,DLinear,0.5726448586193903
23,22,PGF-Net,DLinear,-0.708961065706764
23,23,PGF-Net,DLinear,0.0979469498440819
23,24,PGF-Net,DLinear,0.0387238941269263
24,1,PGF-Net,DLinear,0.11845662892759698
24,2,PGF-Net,DLinear,0.026181324828182792
24,3,PGF-Net,DLinear,-0.0317988593606755
24,4,PGF-Net,DLinear,0.001088685951898094
24,5,PGF-Net,DLinear,0.032144714409114
24,6,PGF-Net,DLinear,0.033759442012554194
24,7,PGF-Net,DLinear,0.2058957352869672
24,8,PGF-Net,DLinear,-0.0167666854072639
24,9,PGF-Net,DLinear,0.0222032145009923
24,10,PGF-Net,DLinear,0.0352432303146407
24,11,PGF-Net,DLinear,0.007675894890423602
24,12,PGF-Net,DLinear,0.001247571720966342
24,13,PGF-Net,DLinear,-0.09732192745151519
24,14,PGF-Net,DLinear,-0.643581774414942
24,15,PGF-Net,DLinear,-1.095916234986047
24,16,PGF-Net,DLinear,-0.6245744900295246
24,17,PGF-Net,DLinear,-0.20754178944520368
24,18,PGF-Net,DLinear,0.1915260284006799
24,19,PGF-Net,DLinear,-0.725240915177816
24,20,PGF-Net,DLinear,-0.7242645156844355
24,21,PGF-Net,DLinear,-0.17608655721465016
24,22,PGF-Net,DLinear,0.1623327542286359
24,23,PGF-Net,DLinear,0.7289287592867824
24,24,PGF-Net,DLinear,0.2002619233931896
25,1,PGF-Net,DLinear,0.11503402830984201
25,2,PGF-Net,DLinear,-0.23757014777265606
25,3,PGF-Net,DLinear,-0.3581179000207646
25,4,PGF-Net,DLinear,0.14146465828491395
25,5,PGF-Net,DLinear,1.3068224928062657
25,6,PGF-Net,DLinear,1.0354000315920127
25,7,PGF-Net,DLinear,0.8401147077848884
25,8,PGF-Net,DLinear,0.6108021169312235
25,9,PGF-Net,DLinear,0.3309349517173188
25,10,PGF-Net,DLinear,0.1176443462479043
25,11,PGF-Net,DLinear,0.027629910085493398
25,12,PGF-Net,DLinear,0.0018891602475310004
25,13,PGF-Net,DLinear,0.0093806568453395
25,14,PGF-Net,DLinear,0.1656880956747576
25,15,PGF-Net,DLinear,-1.5305548894247232
25,16,PGF-Net,DLinear,-2.2678459424655917
25,17,PGF-Net,DLinear,-1.645154482779827
25,18,PGF-Net,DLinear,-0.43801887576570775
25,19,PGF-Net,DLinear,-0.022098446036170394
25,20,PGF-Net,DLinear,0.48887064201205543
25,21,PGF-Net,DLinear,1.0618140779372824
25,22,PGF-Net,DLinear,0.7328185079520126
25,23,PGF-Net,DLinear,0.5177301677755188
25,24,PGF-Net,DLinear,-0.1811775254773457
26,1,PGF-Net,DLinear,-0.921504660396028
26,2,PGF-Net,DLinear,-0.06544848866519469
26,3,PGF-Net,DLinear,0.7092351261035805
26,4,PGF-Net,DLinear,0.4796650125143424
26,5,PGF-Net,DLinear,-0.9125756081783707
26,6,PGF-Net,DLinear,0.8873667308967457
26,7,PGF-Net,DLinear,-1.4169251085226482
26,8,PGF-Net,DLinear,-0.819036612416148
26,9,PGF-Net,DLinear,-0.530486184800752
26,10,PGF-Net,DLinear,-0.9652662647999933
26,11,PGF-Net,DLinear,-0.26145790117789847
26,12,PGF-Net,DLinear,-0.0789950213791719
26,13,PGF-Net,DLinear,-0.1485597862336136
26,14,PGF-Net,DLinear,-0.760920819377321
26,15,PGF-Net,DLinear,-1.220995590792524
26,16,PGF-Net,DLinear,-0.8133397159107894
26,17,PGF-Net,DLinear,-0.085829510242558
26,18,PGF-Net,DLinear,-0.23197280073727047
26,19,PGF-Net,DLinear,-0.5845291166626255
26,20,PGF-Net,DLinear,-2.02307465992601
26,21,PGF-Net,DLinear,-2.0416000824577845
26,22,PGF-Net,DLinear,-4.229090938527065
26,23,PGF-Net,DLinear,-0.7843589997195638
26,24,PGF-Net,DLinear,-0.2855549739100773
27,1,PGF-Net,DLinear,-0.01846105210818385
27,2,PGF-Net,DLinear,-0.9057602647372601
27,3,PGF-Net,DLinear,-1.6681449270061663
27,4,PGF-Net,DLinear,-2.8524726455375164
27,5,PGF-Net,DLinear,-2.7166568875235604
27,6,PGF-Net,DLinear,-1.2069340701680114
27,7,PGF-Net,DLinear,-0.01171595113013213
27,8,PGF-Net,DLinear,0.4432596189392427
27,9,PGF-Net,DLinear,0.580271269304777
27,10,PGF-Net,DLinear,0.2895359651712142
27,11,PGF-Net,DLinear,0.13471445408874383
27,12,PGF-Net,DLinear,0.08947067475468207
27,13,PGF-Net,DLinear,0.12510411662845566
27,14,PGF-Net,DLinear,0.768334450485322
27,15,PGF-Net,DLinear,0.12045356407431412
27,16,PGF-Net,DLinear,0.027175538237697805
27,17,PGF-Net,DLinear,-0.17302708791734217
27,18,PGF-Net,DLinear,-0.20729182796646756
27,19,PGF-Net,DLinear,-0.45502174718646404
27,20,PGF-Net,DLinear,0.2431224935599453
27,21,PGF-Net,DLinear,0.025223943138172698
27,22,PGF-Net,DLinear,-0.10791014216856809
27,23,PGF-Net,DLinear,0.37163653131026647
27,24,PGF-Net,DLinear,-0.010610176906154623
28,1,PGF-Net,DLinear,-0.052970002843560904
28,2,PGF-Net,DLinear,-0.47957971429149765
28,3,PGF-Net,DLinear,0.1314669612392406
28,4,PGF-Net,DLinear,0.7300220800174672
28,5,PGF-Net,DLinear,0.9216702763842471
28,6,PGF-Net,DLinear,0.7685822034050127
28,7,PGF-Net,DLinear,1.0545929523801034
28,8,PGF-Net,DLinear,0.7105595196253853
28,9,PGF-Net,DLinear,0.4933265751967847
28,10,PGF-Net,DLinear,0.32490900316929583
28,11,PGF-Net,DLinear,-0.028968806308926898
28,12,PGF-Net,DLinear,0.0104954978791463
28,13,PGF-Net,DLinear,-0.0004584453877082978
28,14,PGF-Net,DLinear,-0.6063412971680984
28,15,PGF-Net,DLinear,-0.7694161299029163
28,16,PGF-Net,DLinear,-2.7929400346907474
28,17,PGF-Net,DLinear,-0.4181967834300204
28,18,PGF-Net,DLinear,0.031766793807778
28,19,PGF-Net,DLinear,0.092775552861053
28,20,PGF-Net,DLinear,-0.1124095573454642
28,21,PGF-Net,DLinear,0.262626979072933
28,22,PGF-Net,DLinear,-0.00667077984782552
28,23,PGF-Net,DLinear,-0.5388375364828346
28,24,PGF-Net,DLinear,-0.09882175526963721
29,1,PGF-Net,DLinear,-0.0037472047866814982
29,2,PGF-Net,DLinear,0.30206138617350986
29,3,PGF-Net,DLinear,0.4040863167558665
29,4,PGF-Net,DLinear,1.3481578679735167
29,5,PGF-Net,DLinear,0.9765649372861187
29,6,PGF-Net,DLinear,-0.0639018919278963
29,7,PGF-Net,DLinear,-0.84542866283264
29,8,PGF-Net,DLinear,-0.7910840279944785
29,9,PGF-Net,DLinear,-0.6003730858304698
29,10,PGF-Net,DLinear,-0.1327402691672197
29,11,PGF-Net,DLinear,0.011291620121240098
29,12,PGF-Net,DLinear,-0.0081168467413118
29,13,PGF-Net,DLinear,-0.1653481275531223
29,14,PGF-Net,DLinear,-0.6332110398095634
29,15,PGF-Net,DLinear,-0.552746181060561
29,16,PGF-Net,DLinear,-0.22101280951994284
29,17,PGF-Net,DLinear,-0.0109298930787391
29,18,PGF-Net,DLinear,0.08985990797283488
29,19,PGF-Net,DLinear,0.3219249668571475
29,20,PGF-Net,DLinear,0.230303342652027
29,21,PGF-Net,DLinear,0.2772381902132673
29,22,PGF-Net,DLinear,0.1777030109115646
29,23,PGF-Net,DLinear,-0.507767348173056
29,24,PGF-Net,DLinear,0.5229362281403162
0,1,PGF-Net,S-Naive,9.920994589793208
0,2,PGF-Net,S-Naive,1.216161419617526
0,3,PGF-Net,S-Naive,3.021364802449485
0,4,PGF-Net,S-Naive,5.3085984905046475
0,5,PGF-Net,S-Naive,-6.9592399686412465
0,6,PGF-Net,S-Naive,8.55913072104704
0,7,PGF-Net,S-Naive,-1.3052555163337018
0,8,PGF-Net,S-Naive,8.312717585623911
0,9,PGF-Net,S-Naive,8.679033066130394
0,10,PGF-Net,S-Naive,-0.7090235187066087
0,11,PGF-Net,S-Naive,-0.8256133426403816
0,12,PGF-Net,S-Naive,7.150252235374774
0,13,PGF-Net,S-Naive,1.5581852099741091
0,14,PGF-Net,S-Naive,0.4746323016980396
0,15,PGF-Net,S-Naive,1.5377729222762275
0,16,PGF-Net,S-Naive,0.4811089943871201
0,17,PGF-Net,S-Naive,0.1523875369645889
0,18,PGF-Net,S-Naive,-1.8062639003302068
0,19,PGF-Net,S-Naive,3.4314174922510996
0,20,PGF-Net,S-Naive,-2.113555247220237
0,21,PGF-Net,S-Naive,11.62692528564814
0,22,PGF-Net,S-Naive,-0.0258700192209614
0,23,PGF-Net,S-Naive,-0.11340789776293758
0,24,PGF-Net,S-Naive,6.138449404259768
1,1,PGF-Net,S-Naive,-1.3260923043739643
1,2,PGF-Net,S-Naive,-0.08492254172866112
1,3,PGF-Net,S-Naive,0.1429435485545789
1,4,PGF-Net,S-Naive,2.1594049560215063
1,5,PGF-Net,S-Naive,-0.7143011783398636
1,6,PGF-Net,S-Naive,8.029108257960251
1,7,PGF-Net,S-Naive,0.1347965342798545
1,8,PGF-Net,S-Naive,3.7773090419609794
1,9,PGF-Net,S-Naive,1.96784428873572
1,10,PGF-Net,S-Naive,-0.0762517199372192
1,11,PGF-Net,S-Naive,0.14152074636344375
1,12,PGF-Net,S-Naive,2.5520314592626887
1,13,PGF-Net,S-Naive,-0.0006332055306171352
1,14,PGF-Net,S-Naive,0.31111198807098794
1,15,PGF-Net,S-Naive,-1.190407637486949
1,16,PGF-Net,S-Naive,-1.3230846787776291
1,17,PGF-Net,S-Naive,0.8304228826426576
1,18,PGF-Net,S-Naive,-0.08029205856918219
1,19,PGF-Net,S-Naive,3.5832807680922714
1,20,PGF-Net,S-Naive,-1.4977771000860183
1,21,PGF-Net,S-Naive,18.58146980321763
1,22,PGF-Net,S-Naive,1.0206127982513173
1,23,PGF-Net,S-Naive,5.5217137377563
1,24,PGF-Net,S-Naive,13.541217999363035
2,1,PGF-Net,S-Naive,0.9165789405121287
2,2,PGF-Net,S-Naive,1.3748271823319667
2,3,PGF-Net,S-Naive,1.0439806871875403
2,4,PGF-Net,S-Naive,-0.9086322583206892
2,5,PGF-Net,S-Naive,0.5217826489149285
2,6,PGF-Net,S-Naive,0.5543519502586837
2,7,PGF-Net,S-Naive,-0.09811625287549897
2,8,PGF-Net,S-Naive,0.2465638528007013
2,9,PGF-Net,S-Naive,-2.428934690073506
2,10,PGF-Net,S-Naive,-0.48040603431142737
2,11,PGF-Net,S-Naive,-0.22280528553305762
2,12,PGF-Net,S-Naive,0.0150953407941832
2,13,PGF-Net,S-Naive,-0.0004921262474646998
2,14,PGF-Net,S-Naive,-0.29379529097371243
2,15,PGF-Net,S-Naive,0.33004865475708745
2,16,PGF-Net,S-Naive,0.5146724135644651
2,17,PGF-Net,S-Naive,-2.727662331725917
2,18,PGF-Net,S-Naive,2.0811957061312008
2,19,PGF-Net,S-Naive,0.6693862829377208
2,20,PGF-Net,S-Naive,0.012402741190982
2,21,PGF-Net,S-Naive,0.0011135351064388002
2,22,PGF-Net,S-Naive,-0.0288425625554096
2,23,PGF-Net,S-Naive,0.13026321147105513
2,24,PGF-Net,S-Naive,0.3656562826993964
3,1,PGF-Net,S-Naive,-0.8589273880608902
3,2,PGF-Net,S-Naive,-0.6680770927451298
3,3,PGF-Net,S-Naive,0.0424095030471734
3,4,PGF-Net,S-Naive,-0.7407526050326021
3,5,PGF-Net,S-Naive,-6.851635094480795
3,6,PGF-Net,S-Naive,-4.690916524416957
3,7,PGF-Net,S-Naive,-5.777002896475772
3,8,PGF-Net,S-Naive,-1.636522621394351
3,9,PGF-Net,S-Naive,-1.0321607936520538
3,10,PGF-Net,S-Naive,-1.0491483538022726
3,11,PGF-Net,S-Naive,-0.2231173930039907
3,12,PGF-Net,S-Naive,0.0033297947609138
3,13,PGF-Net,S-Naive,-0.4524660093982013
3,14,PGF-Net,S-Naive,0.0643754898950495
3,15,PGF-Net,S-Naive,-1.8926177931170018
3,16,PGF-Net,S-Naive,-1.3881385389615448
3,17,PGF-Net,S-Naive,0.337344252997919
3,18,PGF-Net,S-Naive,-0.013309464279227301
3,19,PGF-Net,S-Naive,0.4863998834602488
3,20,PGF-Net,S-Naive,0.5246871147919857
3,21,PGF-Net,S-Naive,0.0339680848735079
3,22,PGF-Net,S-Naive,-3.270577862106337
3,23,PGF-Net,S-Naive,-0.2907824175040124
3,24,PGF-Net,S-Naive,0.6800375480195963
4,1,PGF-Net,S-Naive,-0.9759513276294716
4,2,PGF-Net,S-Naive,0.9733692234555421
4,3,PGF-Net,S-Naive,-0.5560069445684233
4,4,PGF-Net,S-Naive,-0.1251067824367058
4,5,PGF-Net,S-Naive,-0.9088356116127667
4,6,PGF-Net,S-Naive,-0.49103375377170017
4,7,PGF-Net,S-Naive,0.2988776779735665
4,8,PGF-Net,S-Naive,0.1411789780021007
4,9,PGF-Net,S-Naive,0.073215398233476
4,10,PGF-Net,S-Naive,-0.1937094981102322
4,11,PGF-Net,S-Naive,0.0267598711696709
4,12,PGF-Net,S-Naive,0.011183554144292701
4,13,PGF-Net,S-Naive,-0.174282621711638
4,14,PGF-Net,S-Naive,-0.1101049796776894
4,15,PGF-Net,S-Naive,-1.3566846305969618
4,16,PGF-Net,S-Naive,-2.1045856421717644
4,17,PGF-Net,S-Naive,1.1583928584298921
4,18,PGF-Net,S-Naive,-0.44963372366738247
4,19,PGF-Net,S-Naive,-2.734314097492549
4,20,PGF-Net,S-Naive,-4.453814889619446
4,21,PGF-Net,S-Naive,-0.025825212271797703
4,22,PGF-Net,S-Naive,0.0776921912774717
4,23,PGF-Net,S-Naive,0.024257432293946
4,24,PGF-Net,S-Naive,0.15907873790140098
5,1,PGF-Net,S-Naive,-0.0029875431795685003
5,2,PGF-Net,S-Naive,-2.5540447056072386
5,3,PGF-Net,S-Naive,-2.395326718070843
5,4,PGF-Net,S-Naive,-1.0498321157168418
5,5,PGF-Net,S-Naive,-1.6595645074777572
5,6,PGF-Net,S-Naive,-0.020065871146225323
5,7,PGF-Net,S-Naive,0.2795246398165029
5,8,PGF-Net,S-Naive,-0.023359414879529597
5,9,PGF-Net,S-Naive,-0.6121895832280517
5,10,PGF-Net,S-Naive,0.001250123786343503
5,11,PGF-Net,S-Naive,-0.0245659085275229
5,12,PGF-Net,S-Naive,-0.0386994215229885
5,13,PGF-Net,S-Naive,-0.0267847021851981
5,14,PGF-Net,S-Naive,0.0152095580070169
5,15,PGF-Net,S-Naive,-1.0925271978375581
5,16,PGF-Net,S-Naive,0.0972325228646925
5,17,PGF-Net,S-Naive,-0.2755744102193079
5,18,PGF-Net,S-Naive,-0.8281927137481663
5,19,PGF-Net,S-Naive,-0.0676418449738218
5,20,PGF-Net,S-Naive,-1.1898486229433234
5,21,PGF-Net,S-Naive,-0.325234899885245
5,22,PGF-Net,S-Naive,-1.3615826007130718
5,23,PGF-Net,S-Naive,-0.3505817190511359
5,24,PGF-Net,S-Naive,-0.0007669580015620021
6,1,PGF-Net,S-Naive,0.2204945388221926
6,2,PGF-Net,S-Naive,-1.8535445323574238
6,3,PGF-Net,S-Naive,-1.8481247340836497
6,4,PGF-Net,S-Naive,-1.5464587044433613
6,5,PGF-Net,S-Naive,-0.7349917810343267
6,6,PGF-Net,S-Naive,0.7998502601847011
6,7,PGF-Net,S-Naive,1.8925696436193178
6,8,PGF-Net,S-Naive,3.58939375784069
6,9,PGF-Net,S-Naive,0.3203623420823295
6,10,PGF-Net,S-Naive,0.0915517037831287
6,11,PGF-Net,S-Naive,0.007770953652502802
6,12,PGF-Net,S-Naive,0.023044887496598502
6,13,PGF-Net,S-Naive,-0.0009944298473429005
6,14,PGF-Net,S-Naive,-0.1051863627871309
6,15,PGF-Net,S-Naive,-1.0490904450320513
6,16,PGF-Net,S-Naive,-0.9238846810797955
6,17,PGF-Net,S-Naive,0.1685225731507273
6,18,PGF-Net,S-Naive,-0.0948285398723399
6,19,PGF-Net,S-Naive,-1.2412592086732357
6,20,PGF-Net,S-Naive,1.3033463975672104
6,21,PGF-Net,S-Naive,-0.48016176552514134
6,22,PGF-Net,S-Naive,0.0334495996072198
6,23,PGF-Net,S-Naive,-0.04969084028587199
6,24,PGF-Net,S-Naive,2.401393479383307
7,1,PGF-Net,S-Naive,-1.4650193226699786
7,2,PGF-Net,S-Naive,-2.462630868596908
7,3,PGF-Net,S-Naive,-0.06591381306836519
7,4,PGF-Net,S-Naive,-0.9858884976207627
7,5,PGF-Net,S-Naive,-0.3886676729765753
7,6,PGF-Net,S-Naive,-1.1499407055142998
7,7,PGF-Net,S-Naive,-0.22658345225360058
7,8,PGF-Net,S-Naive,0.0060190158107910965
7,9,PGF-Net,S-Naive,0.19136410534058199
7,10,PGF-Net,S-Naive,0.002442471923380901
7,11,PGF-Net,S-Naive,-0.023163705553474898
7,12,PGF-Net,S-Naive,-0.16549634335293237
7,13,PGF-Net,S-Naive,0.09206083073384011
7,14,PGF-Net,S-Naive,-0.004308697355787899
7,15,PGF-Net,S-Naive,-0.8731016823845918
7,16,PGF-Net,S-Naive,-1.177357920254402
7,17,PGF-Net,S-Naive,-0.5506348379616741
7,18,PGF-Net,S-Naive,0.41889573492104937
7,19,PGF-Net,S-Naive,-1.0638100662959298
7,20,PGF-Net,S-Naive,-0.9952160948670556
7,21,PGF-Net,S-Naive,0.11712985934393072
7,22,PGF-Net,S-Naive,-0.9504755101811264
7,23,PGF-Net,S-Naive,-0.17601372006681004
7,24,PGF-Net,S-Naive,-0.634728618919989
8,1,PGF-Net,S-Naive,0.28585724399562873
8,2,PGF-Net,S-Naive,1.4438156319467952
8,3,PGF-Net,S-Naive,1.977896424767801
8,4,PGF-Net,S-Naive,0.4677744132128123
8,5,PGF-Net,S-Naive,-1.4672266012244508
8,6,PGF-Net,S-Naive,-1.4240102959012801
8,7,PGF-Net,S-Naive,-0.4579941063885049
8,8,PGF-Net,S-Naive,0.2042338705087257
8,9,PGF-Net,S-Naive,-0.045348368740231515
8,10,PGF-Net,S-Naive,0.15443506938286078
8,11,PGF-Net,S-Naive,0.046792980425327
8,12,PGF-Net,S-Naive,0.0563069114697079
8,13,PGF-Net,S-Naive,0.044751478499945
8,14,PGF-Net,S-Naive,0.1289572832204403
8,15,PGF-Net,S-Naive,0.6004464227367712
8,16,PGF-Net,S-Naive,-0.0164881340742076
8,17,PGF-Net,S-Naive,-0.3338306251709475
8,18,PGF-Net,S-Naive,0.0359134177136928
8,19,PGF-Net,S-Naive,0.07036217272050199
8,20,PGF-Net,S-Naive,-1.5271553464235341
8,21,PGF-Net,S-Naive,-0.017486468366449428
8,22,PGF-Net,S-Naive,-0.28487936112544276
8,23,PGF-Net,S-Naive,1.252648486516681
8,24,PGF-Net,S-Naive,-0.9942285481394924
9,1,PGF-Net,S-Naive,-0.7012743809774904
9,2,PGF-Net,S-Naive,-0.981281424119586
9,3,PGF-Net,S-Naive,0.6071328258969673
9,4,PGF-Net,S-Naive,0.8614830888146102
9,5,PGF-Net,S-Naive,0.11113578710699779
9,6,PGF-Net,S-Naive,-0.6177796640343441
9,7,PGF-Net,S-Naive,0.0894096807213101
9,8,PGF-Net,S-Naive,0.09602989302026231
9,9,PGF-Net,S-Naive,-0.0617376124660763
9,10,PGF-Net,S-Naive,-0.23749106484654048
9,11,PGF-Net,S-Naive,0.05225210873490245
9,12,PGF-Net,S-Naive,0.03433607596866745
9,13,PGF-Net,S-Naive,-0.2676061705913807
9,14,PGF-Net,S-Naive,0.0340592460812591
9,15,PGF-Net,S-Naive,0.165114079559732
9,16,PGF-Net,S-Naive,0.28070961109854975
9,17,PGF-Net,S-Naive,0.025703347799627796
9,18,PGF-Net,S-Naive,-0.6172702144984844
9,19,PGF-Net,S-Naive,0.02814040492859461
9,20,PGF-Net,S-Naive,-0.1544914031427382
9,21,PGF-Net,S-Naive,-0.0942693310506765
9,22,PGF-Net,S-Naive,-1.089538393022745
9,23,PGF-Net,S-Naive,-0.14014916272225342
9,24,PGF-Net,S-Naive,0.0057417624744891
10,1,PGF-Net,S-Naive,0.0033413611197312997
10,2,PGF-Net,S-Naive,-0.0356079766699233
10,3,PGF-Net,S-Naive,-0.1666706210599521
10,4,PGF-Net,S-Naive,-0.07604194360044181
10,5,PGF-Net,S-Naive,0.0016780712745193
10,6,PGF-Net,S-Naive,-0.9079309787396775
10,7,PGF-Net,S-Naive,-0.5418165981813952
10,8,PGF-Net,S-Naive,-0.38520821899701096
10,9,PGF-Net,S-Naive,0.1134093167431236
10,10,PGF-Net,S-Naive,1.680722397395188
10,11,PGF-Net,S-Naive,0.7337156577100975
10,12,PGF-Net,S-Naive,0.02548322151619531
10,13,PGF-Net,S-Naive,-0.07523156198505365
10,14,PGF-Net,S-Naive,0.20845877206113927
10,15,PGF-Net,S-Naive,0.9314693776714751
10,16,PGF-Net,S-Naive,-0.5728905854454759
10,17,PGF-Net,S-Naive,-0.41939062663554544
10,18,PGF-Net,S-Naive,-0.5166279210494391
10,19,PGF-Net,S-Naive,-0.07469874912697261
10,20,PGF-Net,S-Naive,0.512972120958685
10,21,PGF-Net,S-Naive,0.3622656447259124
10,22,PGF-Net,S-Naive,0.4248267941253517
10,23,PGF-Net,S-Naive,0.488713652621936
10,24,PGF-Net,S-Naive,0.166605729577756
11,1,PGF-Net,S-Naive,-0.10873880389537571
11,2,PGF-Net,S-Naive,0.4400505314007955
11,3,PGF-Net,S-Naive,-0.03669594242635571
11,4,PGF-Net,S-Naive,0.01340784880036
11,5,PGF-Net,S-Naive,1.0435937960779833
11,6,PGF-Net,S-Naive,-0.4751121939911332
11,7,PGF-Net,S-Naive,-0.7066089519888208
11,8,PGF-Net,S-Naive,-0.004711718436113302
11,9,PGF-Net,S-Naive,0.0078334046260531
11,10,PGF-Net,S-Naive,0.0058670384809506
11,11,PGF-Net,S-Naive,-0.5699017955821306
11,12,PGF-Net,S-Naive,-0.0015572711914266998
11,13,PGF-Net,S-Naive,-0.021107826132190848
11,14,PGF-Net,S-Naive,-0.08667005245681231
11,15,PGF-Net,S-Naive,0.5091591335773052
11,16,PGF-Net,S-Naive,0.1855163923067198
11,17,PGF-Net,S-Naive,-2.1778207935412084
11,18,PGF-Net,S-Naive,0.038547609995841
11,19,PGF-Net,S-Naive,-0.6245853191889452
11,20,PGF-Net,S-Naive,0.25248955395843264
11,21,PGF-Net,S-Naive,-0.4782363315646667
11,22,PGF-Net,S-Naive,-1.9303176102901523
11,23,PGF-Net,S-Naive,-0.14474805411387337
11,24,PGF-Net,S-Naive,0.08282125046455299
12,1,PGF-Net,S-Naive,0.2268161118575134
12,2,PGF-Net,S-Naive,0.3154497355720228
12,3,PGF-Net,S-Naive,0.3539340338881728
12,4,PGF-Net,S-Naive,-0.5292652283150824
12,5,PGF-Net,S-Naive,0.1747746607188023
12,6,PGF-Net,S-Naive,-0.135230289017856
12,7,PGF-Net,S-Naive,-0.105540257458177
12,8,PGF-Net,S-Naive,-0.1341849673907768
12,9,PGF-Net,S-Naive,-0.37820445599196106
12,10,PGF-Net,S-Naive,-0.447018556107678
12,11,PGF-Net,S-Naive,-0.0481423077550876
12,12,PGF-Net,S-Naive,-0.0004964472907376984
12,13,PGF-Net,S-Naive,0.013189423369884599
12,14,PGF-Net,S-Naive,0.0025028741364054997
12,15,PGF-Net,S-Naive,-0.5226606762247012
12,16,PGF-Net,S-Naive,0.1138222348852379
12,17,PGF-Net,S-Naive,-1.0458470842599772
12,18,PGF-Net,S-Naive,-1.192985545240548
12,19,PGF-Net,S-Naive,0.11877042677307689
12,20,PGF-Net,S-Naive,0.45864319457251396
12,21,PGF-Net,S-Naive,0.4551830448417833
12,22,PGF-Net,S-Naive,0.4434529613512109
12,23,PGF-Net,S-Naive,0.48139864700991536
12,24,PGF-Net,S-Naive,0.2215436184291576
13,1,PGF-Net,S-Naive,0.16706720481478318
13,2,PGF-Net,S-Naive,-0.1428762754331816
13,3,PGF-Net,S-Naive,-0.273714301353114
13,4,PGF-Net,S-Naive,-0.42706375944926495
13,5,PGF-Net,S-Naive,0.2454870277710648
13,6,PGF-Net,S-Naive,-0.0178287941090767
13,7,PGF-Net,S-Naive,0.051488120605920895
13,8,PGF-Net,S-Naive,0.1521072753638108
13,9,PGF-Net,S-Naive,0.07252246747596541
13,10,PGF-Net,S-Naive,-0.0066535122079749
13,11,PGF-Net,S-Naive,0.0290768872764113
13,12,PGF-Net,S-Naive,-0.0002137358954170404
13,13,PGF-Net,S-Naive,0.0057393385361004
13,14,PGF-Net,S-Naive,0.0009307482186144966
13,15,PGF-Net,S-Naive,-0.01187270742360162
13,16,PGF-Net,S-Naive,0.16130780314241738
13,17,PGF-Net,S-Naive,0.1377677425778845
13,18,PGF-Net,S-Naive,-0.53237575286572
13,19,PGF-Net,S-Naive,-0.7997645975269653
13,20,PGF-Net,S-Naive,-0.44078023567964547
13,21,PGF-Net,S-Naive,-0.003306584744159526
13,22,PGF-Net,S-Naive,0.3043682464965557
13,23,PGF-Net,S-Naive,0.3339182327786139
13,24,PGF-Net,S-Naive,0.200140827985624
14,1,PGF-Net,S-Naive,-0.0736740828011044
14,2,PGF-Net,S-Naive,0.2197237076035569
14,3,PGF-Net,S-Naive,0.1815024785241035
14,4,PGF-Net,S-Naive,0.6772178459901669
14,5,PGF-Net,S-Naive,0.7321002129605082
14,6,PGF-Net,S-Naive,0.3041904797651772
14,7,PGF-Net,S-Naive,0.046642891898605
14,8,PGF-Net,S-Naive,0.03127833804874122
14,9,PGF-Net,S-Naive,0.0284301375700537
14,10,PGF-Net,S-Naive,0.018920199001865
14,11,PGF-Net,S-Naive,0.0414954157359772
14,12,PGF-Net,S-Naive,0.1254181360351051
14,13,PGF-Net,S-Naive,0.19881568074416062
14,14,PGF-Net,S-Naive,0.00920746929544249
14,15,PGF-Net,S-Naive,0.3809030034612776
14,16,PGF-Net,S-Naive,0.2307343979658537
14,17,PGF-Net,S-Naive,0.1266585313180522
14,18,PGF-Net,S-Naive,0.0501228699201146
14,19,PGF-Net,S-Naive,0.0473228225245387
14,20,PGF-Net,S-Naive,0.4665496260164639
14,21,PGF-Net,S-Naive,0.32247136588347075
14,22,PGF-Net,S-Naive,0.4687741116869634
14,23,PGF-Net,S-Naive,0.44829328153963693
14,24,PGF-Net,S-Naive,0.016211212223094
15,1,PGF-Net,S-Naive,0.03061989411678369
