Dataset,Model,N,MSE_mean,MSE_std,MSE_ci95,MAE_mean,MAE_std,MAE_ci95,sMAPE_mean,sMAPE_std,sMAPE_ci95,PLE_mean,PLE_std,PLE_ci95,Ramp_MAE_mean,Ramp_MAE_std,Ramp_MAE_ci95,TrainingTime_s_mean,TrainingTime_s_std,TrainingTime_s_ci95
UCI Household,DLinear,30,0.5928406759216571,0.47223113167930425,0.16898574020893897,0.5741997608935377,0.25301393640013864,0.09053987434862848,58.94130180417208,19.45412678546181,6.961569863615761,52.48124962299586,89.24751078994261,31.936811575747015,0.4208094802020733,0.1928523554931821,0.06901132910945916,2.6936379166668605,0.6557835621779661,0.23466913389936297
UCI Household,PGF-Net,30,0.7182665432897727,1.0151800841789655,0.3632775275960777,0.6044426809773642,0.32832774897637645,0.11749057605458,61.47731935219896,26.61072931081547,9.522527187262389,43.40795088383948,78.06762229627998,27.936139858410986,0.5001527579494627,0.39002960360881295,0.13957030116767885,53.68660015000005,13.449378682029415,4.812798351203386
UCI Household,S-Naive,30,0.7314358743258662,0.5699830304660186,0.20396580794517657,0.5744220369249394,0.302807134350192,0.10835814139730378,52.26439195008097,20.441131144601737,7.314764837495581,53.21898782589005,148.70213891536008,53.21237701103021,0.5219427263103719,0.23330202297255437,0.08348605671985557,0.0,0.0,0.0
